Container_ID,Name,CPU_percentage,Mem_usage,/,Mem_Limit,Mem_percentage,Net_I,/,Net_O,Block_I,/,Block_O,PIDS,Time_stamp
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,47.4MiB,/,7.668GiB,0.60%,27.7kB,/,30.4kB,0B,/,0B,11,1686369589.6183522
1846b792e0c5,algorand-sandbox-algod,96.43%,174.2MiB,/,7.668GiB,2.22%,526kB,/,801kB,0B,/,164kB,23,1686369589.6183522
b0f9c2871395,algorand-sandbox-postgres,0.04%,19.95MiB,/,7.668GiB,0.25%,27.5kB,/,14.2kB,0B,/,217kB,9,1686369589.6183522
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,48.84MiB,/,7.668GiB,0.62%,42.4kB,/,59.7kB,0B,/,20.5kB,11,1686369591.627485
1846b792e0c5,algorand-sandbox-algod,95.47%,178.2MiB,/,7.668GiB,2.27%,776kB,/,1.2MB,0B,/,164kB,24,1686369591.627485
b0f9c2871395,algorand-sandbox-postgres,0.04%,20.19MiB,/,7.668GiB,0.26%,56.2kB,/,19.3kB,0B,/,217kB,9,1686369591.627485
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,48.84MiB,/,7.668GiB,0.62%,42.4kB,/,59.7kB,0B,/,20.5kB,11,1686369593.637932
1846b792e0c5,algorand-sandbox-algod,96.05%,182.2MiB,/,7.668GiB,2.32%,1.02MB,/,1.57MB,0B,/,164kB,24,1686369593.637932
b0f9c2871395,algorand-sandbox-postgres,0.02%,20.19MiB,/,7.668GiB,0.26%,56.2kB,/,19.3kB,0B,/,217kB,9,1686369593.637932
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,50.16MiB,/,7.668GiB,0.64%,55.9kB,/,84.1kB,0B,/,41kB,11,1686369595.649717
1846b792e0c5,algorand-sandbox-algod,96.22%,182.7MiB,/,7.668GiB,2.33%,1.26MB,/,1.96MB,0B,/,164kB,24,1686369595.649717
b0f9c2871395,algorand-sandbox-postgres,0.15%,20.25MiB,/,7.668GiB,0.26%,79.9kB,/,24.3kB,0B,/,217kB,9,1686369595.649717
47a4fd84cbb3,algorand-sandbox-indexer,0.69%,51.21MiB,/,7.668GiB,0.65%,69.6kB,/,111kB,0B,/,61.4kB,11,1686369597.6628091
1846b792e0c5,algorand-sandbox-algod,106.52%,182.9MiB,/,7.668GiB,2.33%,1.51MB,/,2.35MB,0B,/,197kB,24,1686369597.6628091
b0f9c2871395,algorand-sandbox-postgres,0.46%,20.31MiB,/,7.668GiB,0.26%,106kB,/,29.3kB,0B,/,217kB,9,1686369597.6628091
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,51.2MiB,/,7.668GiB,0.65%,69.6kB,/,111kB,0B,/,61.4kB,11,1686369599.67995
1846b792e0c5,algorand-sandbox-algod,61.64%,183MiB,/,7.668GiB,2.33%,1.68MB,/,2.62MB,0B,/,197kB,24,1686369599.67995
b0f9c2871395,algorand-sandbox-postgres,0.05%,20.29MiB,/,7.668GiB,0.26%,106kB,/,29.3kB,0B,/,217kB,9,1686369599.67995
47a4fd84cbb3,algorand-sandbox-indexer,0.52%,52.39MiB,/,7.668GiB,0.67%,83.2kB,/,137kB,0B,/,81.9kB,11,1686369601.700562
1846b792e0c5,algorand-sandbox-algod,61.28%,183.1MiB,/,7.668GiB,2.33%,1.8MB,/,2.82MB,0B,/,254kB,24,1686369601.700562
b0f9c2871395,algorand-sandbox-postgres,0.45%,20.31MiB,/,7.668GiB,0.26%,131kB,/,34.4kB,0B,/,217kB,9,1686369601.700562
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,52.39MiB,/,7.668GiB,0.67%,83.2kB,/,137kB,0B,/,81.9kB,11,1686369603.715772
1846b792e0c5,algorand-sandbox-algod,39.01%,183.1MiB,/,7.668GiB,2.33%,1.86MB,/,2.92MB,0B,/,254kB,24,1686369603.715772
b0f9c2871395,algorand-sandbox-postgres,0.07%,20.32MiB,/,7.668GiB,0.26%,131kB,/,34.4kB,0B,/,217kB,9,1686369603.715772
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,45.78MiB,/,7.668GiB,0.58%,8.58kB,/,4.44kB,0B,/,0B,10,1686369610.130406
1846b792e0c5,algorand-sandbox-algod,14.36%,68.96MiB,/,7.668GiB,0.88%,2.6kB,/,4.52kB,0B,/,164kB,20,1686369610.130406
b0f9c2871395,algorand-sandbox-postgres,0.18%,18.23MiB,/,7.668GiB,0.23%,2.84kB,/,2.56kB,0B,/,32.8kB,8,1686369610.130406
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,46.32MiB,/,7.668GiB,0.59%,18.5kB,/,17.7kB,0B,/,0B,10,1686369612.1428401
1846b792e0c5,algorand-sandbox-algod,22.69%,91.81MiB,/,7.668GiB,1.17%,15.2kB,/,23.3kB,0B,/,164kB,22,1686369612.1428401
b0f9c2871395,algorand-sandbox-postgres,0.17%,19.9MiB,/,7.668GiB,0.25%,15.4kB,/,8.75kB,0B,/,213kB,9,1686369612.1428401
47a4fd84cbb3,algorand-sandbox-indexer,0.49%,46.6MiB,/,7.668GiB,0.59%,27.7kB,/,31.9kB,0B,/,0B,10,1686369614.15646
1846b792e0c5,algorand-sandbox-algod,105.39%,175.3MiB,/,7.668GiB,2.23%,229kB,/,344kB,0B,/,164kB,23,1686369614.15646
b0f9c2871395,algorand-sandbox-postgres,0.39%,19.91MiB,/,7.668GiB,0.25%,29kB,/,14.2kB,0B,/,213kB,9,1686369614.15646
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,46.59MiB,/,7.668GiB,0.59%,27.7kB,/,31.9kB,0B,/,0B,10,1686369616.1699798
1846b792e0c5,algorand-sandbox-algod,100.67%,177.6MiB,/,7.668GiB,2.26%,457kB,/,695kB,0B,/,164kB,23,1686369616.1699798
b0f9c2871395,algorand-sandbox-postgres,0.04%,19.9MiB,/,7.668GiB,0.25%,29kB,/,14.2kB,0B,/,213kB,9,1686369616.1699798
47a4fd84cbb3,algorand-sandbox-indexer,1.05%,48.11MiB,/,7.668GiB,0.61%,42.4kB,/,58.6kB,0B,/,73.7kB,10,1686369618.1834428
1846b792e0c5,algorand-sandbox-algod,108.51%,178.5MiB,/,7.668GiB,2.27%,692kB,/,1.07MB,0B,/,184kB,23,1686369618.1834428
b0f9c2871395,algorand-sandbox-postgres,0.64%,20.16MiB,/,7.668GiB,0.26%,55kB,/,19.5kB,0B,/,213kB,9,1686369618.1834428
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,48.11MiB,/,7.668GiB,0.61%,42.4kB,/,58.6kB,0B,/,73.7kB,10,1686369620.196264
1846b792e0c5,algorand-sandbox-algod,101.25%,178.5MiB,/,7.668GiB,2.27%,913kB,/,1.41MB,0B,/,184kB,23,1686369620.196264
b0f9c2871395,algorand-sandbox-postgres,0.02%,20.16MiB,/,7.668GiB,0.26%,55kB,/,19.5kB,0B,/,213kB,9,1686369620.196264
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,49.09MiB,/,7.668GiB,0.63%,55.7kB,/,83.9kB,0B,/,73.7kB,10,1686369622.2070029
1846b792e0c5,algorand-sandbox-algod,100.06%,179.9MiB,/,7.668GiB,2.29%,1.15MB,/,1.78MB,0B,/,205kB,24,1686369622.2070029
b0f9c2871395,algorand-sandbox-postgres,0.15%,20.22MiB,/,7.668GiB,0.26%,79.8kB,/,24.6kB,0B,/,213kB,9,1686369622.2070029
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,49.09MiB,/,7.668GiB,0.63%,55.7kB,/,83.9kB,0B,/,73.7kB,10,1686369624.220457
1846b792e0c5,algorand-sandbox-algod,104.58%,184.5MiB,/,7.668GiB,2.35%,1.37MB,/,2.12MB,0B,/,205kB,24,1686369624.220457
b0f9c2871395,algorand-sandbox-postgres,0.06%,20.22MiB,/,7.668GiB,0.26%,79.8kB,/,24.6kB,0B,/,213kB,9,1686369624.220457
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,50.39MiB,/,7.668GiB,0.64%,69.3kB,/,110kB,0B,/,143kB,10,1686369626.231864
1846b792e0c5,algorand-sandbox-algod,93.08%,185.1MiB,/,7.668GiB,2.36%,1.58MB,/,2.46MB,0B,/,258kB,24,1686369626.231864
b0f9c2871395,algorand-sandbox-postgres,0.05%,20.25MiB,/,7.668GiB,0.26%,105kB,/,29.6kB,0B,/,213kB,9,1686369626.231864
47a4fd84cbb3,algorand-sandbox-indexer,0.72%,51.4MiB,/,7.668GiB,0.65%,82.8kB,/,136kB,0B,/,143kB,10,1686369628.2465951
1846b792e0c5,algorand-sandbox-algod,78.83%,186.2MiB,/,7.668GiB,2.37%,1.72MB,/,2.69MB,0B,/,336kB,24,1686369628.2465951
b0f9c2871395,algorand-sandbox-postgres,0.49%,20.29MiB,/,7.668GiB,0.26%,130kB,/,34.6kB,0B,/,213kB,9,1686369628.2465951
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,51.4MiB,/,7.668GiB,0.65%,82.8kB,/,136kB,0B,/,143kB,10,1686369630.259362
1846b792e0c5,algorand-sandbox-algod,41.85%,186.2MiB,/,7.668GiB,2.37%,1.79MB,/,2.81MB,0B,/,336kB,24,1686369630.259362
b0f9c2871395,algorand-sandbox-postgres,0.06%,20.29MiB,/,7.668GiB,0.26%,130kB,/,34.6kB,0B,/,213kB,9,1686369630.259362
47a4fd84cbb3,algorand-sandbox-indexer,0.73%,45.38MiB,/,7.668GiB,0.58%,18.3kB,/,17.4kB,0B,/,0B,12,1686369637.762451
1846b792e0c5,algorand-sandbox-algod,31.45%,72.87MiB,/,7.668GiB,0.93%,3.27kB,/,8.23kB,0B,/,164kB,22,1686369637.762451
b0f9c2871395,algorand-sandbox-postgres,0.16%,18.53MiB,/,7.668GiB,0.24%,2.84kB,/,2.63kB,0B,/,57.3kB,8,1686369637.762451
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,45.38MiB,/,7.668GiB,0.58%,18.3kB,/,17.4kB,0B,/,0B,12,1686369639.782182
1846b792e0c5,algorand-sandbox-algod,83.60%,168.9MiB,/,7.668GiB,2.15%,91.1kB,/,133kB,0B,/,164kB,22,1686369639.782182
b0f9c2871395,algorand-sandbox-postgres,0.10%,20.17MiB,/,7.668GiB,0.26%,15.2kB,/,8.81kB,0B,/,242kB,9,1686369639.782182
47a4fd84cbb3,algorand-sandbox-indexer,0.34%,45.46MiB,/,7.668GiB,0.58%,27.1kB,/,31.6kB,0B,/,0B,12,1686369641.7923222
1846b792e0c5,algorand-sandbox-algod,112.96%,171.6MiB,/,7.668GiB,2.19%,300kB,/,453kB,0B,/,164kB,24,1686369641.7923222
b0f9c2871395,algorand-sandbox-postgres,0.33%,20.17MiB,/,7.668GiB,0.26%,28.7kB,/,13.8kB,0B,/,242kB,9,1686369641.7923222
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,45.46MiB,/,7.668GiB,0.58%,27.1kB,/,31.6kB,0B,/,0B,12,1686369643.8067992
1846b792e0c5,algorand-sandbox-algod,101.22%,178.6MiB,/,7.668GiB,2.27%,511kB,/,778kB,0B,/,164kB,24,1686369643.8067992
b0f9c2871395,algorand-sandbox-postgres,0.05%,20.17MiB,/,7.668GiB,0.26%,28.7kB,/,13.8kB,0B,/,242kB,9,1686369643.8067992
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,46.94MiB,/,7.668GiB,0.60%,41.5kB,/,58.4kB,0B,/,20.5kB,12,1686369645.819345
1846b792e0c5,algorand-sandbox-algod,97.13%,179.9MiB,/,7.668GiB,2.29%,724kB,/,1.12MB,0B,/,164kB,24,1686369645.819345
b0f9c2871395,algorand-sandbox-postgres,0.04%,20.3MiB,/,7.668GiB,0.26%,54.9kB,/,18.8kB,0B,/,242kB,9,1686369645.819345
47a4fd84cbb3,algorand-sandbox-indexer,0.56%,47.97MiB,/,7.668GiB,0.61%,54.4kB,/,82.6kB,0B,/,41kB,12,1686369647.83425
1846b792e0c5,algorand-sandbox-algod,115.58%,180.7MiB,/,7.668GiB,2.30%,934kB,/,1.45MB,0B,/,164kB,24,1686369647.83425
b0f9c2871395,algorand-sandbox-postgres,0.39%,20.33MiB,/,7.668GiB,0.26%,78.5kB,/,23.8kB,0B,/,242kB,9,1686369647.83425
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,47.94MiB,/,7.668GiB,0.61%,54.5kB,/,82.7kB,0B,/,41kB,12,1686369649.848992
1846b792e0c5,algorand-sandbox-algod,103.58%,180.8MiB,/,7.668GiB,2.30%,1.15MB,/,1.78MB,0B,/,164kB,24,1686369649.848992
b0f9c2871395,algorand-sandbox-postgres,0.15%,20.35MiB,/,7.668GiB,0.26%,78.6kB,/,23.8kB,0B,/,242kB,9,1686369649.848992
47a4fd84cbb3,algorand-sandbox-indexer,0.41%,49.05MiB,/,7.668GiB,0.62%,67.9kB,/,109kB,0B,/,61.4kB,12,1686369651.861237
1846b792e0c5,algorand-sandbox-algod,116.85%,185MiB,/,7.668GiB,2.36%,1.36MB,/,2.12MB,0B,/,197kB,24,1686369651.861237
b0f9c2871395,algorand-sandbox-postgres,0.33%,20.38MiB,/,7.668GiB,0.26%,105kB,/,28.9kB,0B,/,242kB,9,1686369651.861237
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,49.05MiB,/,7.668GiB,0.62%,67.9kB,/,109kB,0B,/,61.4kB,12,1686369653.873627
1846b792e0c5,algorand-sandbox-algod,94.05%,189.2MiB,/,7.668GiB,2.41%,1.55MB,/,2.41MB,0B,/,197kB,24,1686369653.873627
b0f9c2871395,algorand-sandbox-postgres,0.04%,20.38MiB,/,7.668GiB,0.26%,105kB,/,28.9kB,0B,/,242kB,9,1686369653.873627
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,50.29MiB,/,7.668GiB,0.64%,81.1kB,/,135kB,0B,/,81.9kB,12,1686369655.886315
1846b792e0c5,algorand-sandbox-algod,56.16%,187.9MiB,/,7.668GiB,2.39%,1.66MB,/,2.6MB,0B,/,254kB,24,1686369655.886315
b0f9c2871395,algorand-sandbox-postgres,0.05%,20.4MiB,/,7.668GiB,0.26%,130kB,/,33.9kB,0B,/,242kB,9,1686369655.886315
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,50.29MiB,/,7.668GiB,0.64%,81.1kB,/,135kB,0B,/,81.9kB,12,1686369657.899088
1846b792e0c5,algorand-sandbox-algod,55.06%,188.8MiB,/,7.668GiB,2.40%,1.75MB,/,2.74MB,0B,/,254kB,24,1686369657.899088
b0f9c2871395,algorand-sandbox-postgres,0.05%,20.4MiB,/,7.668GiB,0.26%,130kB,/,33.9kB,0B,/,242kB,9,1686369657.899088
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,43.99MiB,/,7.668GiB,0.56%,8.38kB,/,4.44kB,0B,/,0B,11,1686369677.323881
1846b792e0c5,algorand-sandbox-algod,15.43%,68.75MiB,/,7.668GiB,0.88%,2.6kB,/,4.52kB,0B,/,164kB,19,1686369677.323881
b0f9c2871395,algorand-sandbox-postgres,0.16%,18.27MiB,/,7.668GiB,0.23%,2.84kB,/,2.37kB,0B,/,32.8kB,8,1686369677.323881
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,44.49MiB,/,7.668GiB,0.57%,18.3kB,/,17.7kB,0B,/,41kB,11,1686369679.330409
1846b792e0c5,algorand-sandbox-algod,12.90%,79.21MiB,/,7.668GiB,1.01%,7.2kB,/,11.9kB,0B,/,164kB,26,1686369679.330409
b0f9c2871395,algorand-sandbox-postgres,0.10%,19.95MiB,/,7.668GiB,0.25%,15.5kB,/,8.55kB,0B,/,213kB,9,1686369679.330409
47a4fd84cbb3,algorand-sandbox-indexer,0.41%,44.64MiB,/,7.668GiB,0.57%,27.1kB,/,30.5kB,0B,/,41kB,11,1686369681.343678
1846b792e0c5,algorand-sandbox-algod,111.39%,177.9MiB,/,7.668GiB,2.27%,195kB,/,292kB,0B,/,164kB,26,1686369681.343678
b0f9c2871395,algorand-sandbox-postgres,0.40%,19.94MiB,/,7.668GiB,0.25%,27.6kB,/,13.6kB,0B,/,213kB,9,1686369681.343678
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,44.64MiB,/,7.668GiB,0.57%,27.1kB,/,30.5kB,0B,/,41kB,11,1686369683.356451
1846b792e0c5,algorand-sandbox-algod,105.44%,178.1MiB,/,7.668GiB,2.27%,391kB,/,594kB,0B,/,164kB,26,1686369683.356451
b0f9c2871395,algorand-sandbox-postgres,0.06%,19.94MiB,/,7.668GiB,0.25%,27.6kB,/,13.6kB,0B,/,213kB,9,1686369683.356451
47a4fd84cbb3,algorand-sandbox-indexer,0.73%,45.99MiB,/,7.668GiB,0.59%,41kB,/,57kB,0B,/,90.1kB,11,1686369685.367142
1846b792e0c5,algorand-sandbox-algod,113.97%,185.7MiB,/,7.668GiB,2.36%,601kB,/,930kB,0B,/,164kB,26,1686369685.367142
b0f9c2871395,algorand-sandbox-postgres,0.55%,20.19MiB,/,7.668GiB,0.26%,53.4kB,/,18.6kB,0B,/,213kB,9,1686369685.367142
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,45.99MiB,/,7.668GiB,0.59%,41kB,/,57kB,0B,/,90.1kB,11,1686369687.377752
1846b792e0c5,algorand-sandbox-algod,108.12%,185.8MiB,/,7.668GiB,2.37%,801kB,/,1.24MB,0B,/,164kB,26,1686369687.377752
b0f9c2871395,algorand-sandbox-postgres,0.03%,20.19MiB,/,7.668GiB,0.26%,53.4kB,/,18.6kB,0B,/,213kB,9,1686369687.377752
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,46.95MiB,/,7.668GiB,0.60%,54kB,/,80.7kB,0B,/,90.1kB,11,1686369689.388747
1846b792e0c5,algorand-sandbox-algod,110.25%,186.3MiB,/,7.668GiB,2.37%,1MB,/,1.55MB,0B,/,164kB,26,1686369689.388747
b0f9c2871395,algorand-sandbox-postgres,0.06%,20.24MiB,/,7.668GiB,0.26%,76.6kB,/,23.6kB,0B,/,213kB,9,1686369689.388747
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,46.95MiB,/,7.668GiB,0.60%,54kB,/,80.7kB,0B,/,90.1kB,11,1686369691.401898
1846b792e0c5,algorand-sandbox-algod,108.79%,186.4MiB,/,7.668GiB,2.37%,1.19MB,/,1.85MB,0B,/,164kB,26,1686369691.401898
b0f9c2871395,algorand-sandbox-postgres,0.04%,20.24MiB,/,7.668GiB,0.26%,76.6kB,/,23.6kB,0B,/,213kB,9,1686369691.401898
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,48.19MiB,/,7.668GiB,0.61%,67.4kB,/,107kB,0B,/,131kB,11,1686369693.412344
1846b792e0c5,algorand-sandbox-algod,110.26%,186.9MiB,/,7.668GiB,2.38%,1.39MB,/,2.17MB,0B,/,197kB,26,1686369693.412344
b0f9c2871395,algorand-sandbox-postgres,0.05%,20.26MiB,/,7.668GiB,0.26%,102kB,/,28.7kB,0B,/,213kB,9,1686369693.412344
47a4fd84cbb3,algorand-sandbox-indexer,0.66%,49.22MiB,/,7.668GiB,0.63%,80.3kB,/,130kB,0B,/,131kB,11,1686369695.4233532
1846b792e0c5,algorand-sandbox-algod,81.63%,189.3MiB,/,7.668GiB,2.41%,1.55MB,/,2.43MB,0B,/,250kB,26,1686369695.4233532
b0f9c2871395,algorand-sandbox-postgres,0.53%,20.3MiB,/,7.668GiB,0.26%,125kB,/,33.7kB,0B,/,213kB,9,1686369695.4233532
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,49.22MiB,/,7.668GiB,0.63%,80.3kB,/,130kB,0B,/,131kB,11,1686369697.440707
1846b792e0c5,algorand-sandbox-algod,67.11%,189.3MiB,/,7.668GiB,2.41%,1.65MB,/,2.59MB,0B,/,250kB,26,1686369697.440707
b0f9c2871395,algorand-sandbox-postgres,0.06%,20.3MiB,/,7.668GiB,0.26%,125kB,/,33.7kB,0B,/,213kB,9,1686369697.440707
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,50.13MiB,/,7.668GiB,0.64%,93kB,/,154kB,0B,/,213kB,11,1686369699.4702652
1846b792e0c5,algorand-sandbox-algod,16.75%,189.6MiB,/,7.668GiB,2.41%,1.71MB,/,2.68MB,0B,/,303kB,26,1686369699.4702652
b0f9c2871395,algorand-sandbox-postgres,0.11%,20.31MiB,/,7.668GiB,0.26%,148kB,/,38.8kB,0B,/,213kB,9,1686369699.4702652
47a4fd84cbb3,algorand-sandbox-indexer,0.05%,45.7MiB,/,7.668GiB,0.58%,8.47kB,/,4.44kB,0B,/,0B,11,1686369704.5701802
1846b792e0c5,algorand-sandbox-algod,15.46%,69.61MiB,/,7.668GiB,0.89%,2.6kB,/,4.52kB,0B,/,164kB,20,1686369704.5701802
b0f9c2871395,algorand-sandbox-postgres,0.16%,18.29MiB,/,7.668GiB,0.23%,2.84kB,/,2.56kB,0B,/,28.7kB,8,1686369704.5701802
47a4fd84cbb3,algorand-sandbox-indexer,0.01%,45.98MiB,/,7.668GiB,0.59%,8.58kB,/,4.44kB,0B,/,0B,10,1686369727.151328
1846b792e0c5,algorand-sandbox-algod,11.07%,67.16MiB,/,7.668GiB,0.86%,2.6kB,/,4.52kB,0B,/,164kB,19,1686369727.151328
b0f9c2871395,algorand-sandbox-postgres,0.11%,18.27MiB,/,7.668GiB,0.23%,2.84kB,/,2.56kB,0B,/,32.8kB,8,1686369727.151328
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,46.41MiB,/,7.668GiB,0.59%,18.4kB,/,17.6kB,0B,/,0B,10,1686369729.1868181
1846b792e0c5,algorand-sandbox-algod,15.32%,71.8MiB,/,7.668GiB,0.91%,3.34kB,/,8.23kB,0B,/,164kB,21,1686369729.1868181
b0f9c2871395,algorand-sandbox-postgres,0.16%,19.95MiB,/,7.668GiB,0.25%,15.3kB,/,8.68kB,0B,/,213kB,9,1686369729.1868181
47a4fd84cbb3,algorand-sandbox-indexer,0.44%,46.57MiB,/,7.668GiB,0.59%,27.1kB,/,30.7kB,0B,/,0B,10,1686369731.194727
1846b792e0c5,algorand-sandbox-algod,49.64%,158MiB,/,7.668GiB,2.01%,37.8kB,/,57.9kB,0B,/,164kB,22,1686369731.194727
b0f9c2871395,algorand-sandbox-postgres,0.39%,19.95MiB,/,7.668GiB,0.25%,27.8kB,/,13.6kB,0B,/,213kB,9,1686369731.194727
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,46.57MiB,/,7.668GiB,0.59%,27.1kB,/,30.7kB,0B,/,0B,10,1686369733.205632
1846b792e0c5,algorand-sandbox-algod,46.65%,169.1MiB,/,7.668GiB,2.15%,100kB,/,150kB,0B,/,164kB,22,1686369733.205632
b0f9c2871395,algorand-sandbox-postgres,0.09%,19.95MiB,/,7.668GiB,0.25%,27.8kB,/,13.6kB,0B,/,213kB,9,1686369733.205632
47a4fd84cbb3,algorand-sandbox-indexer,0.67%,47.4MiB,/,7.668GiB,0.60%,37.7kB,/,50.1kB,0B,/,0B,10,1686369735.217866
1846b792e0c5,algorand-sandbox-algod,53.09%,175MiB,/,7.668GiB,2.23%,170kB,/,261kB,0B,/,164kB,22,1686369735.217866
b0f9c2871395,algorand-sandbox-postgres,0.46%,20.16MiB,/,7.668GiB,0.26%,46.7kB,/,18.7kB,0B,/,213kB,9,1686369735.217866
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,47.4MiB,/,7.668GiB,0.60%,37.7kB,/,50.1kB,0B,/,0B,10,1686369737.234057
1846b792e0c5,algorand-sandbox-algod,54.22%,180.2MiB,/,7.668GiB,2.30%,244kB,/,373kB,0B,/,164kB,22,1686369737.234057
b0f9c2871395,algorand-sandbox-postgres,0.03%,20.16MiB,/,7.668GiB,0.26%,46.7kB,/,18.7kB,0B,/,213kB,9,1686369737.234057
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,48.17MiB,/,7.668GiB,0.61%,49.2kB,/,69.9kB,0B,/,0B,10,1686369739.242195
1846b792e0c5,algorand-sandbox-algod,43.02%,181.1MiB,/,7.668GiB,2.31%,319kB,/,494kB,0B,/,164kB,22,1686369739.242195
b0f9c2871395,algorand-sandbox-postgres,0.20%,20.25MiB,/,7.668GiB,0.26%,65.8kB,/,23.7kB,0B,/,213kB,9,1686369739.242195
47a4fd84cbb3,algorand-sandbox-indexer,0.40%,48.9MiB,/,7.668GiB,0.62%,60.6kB,/,90.5kB,0B,/,0B,10,1686369741.2622778
1846b792e0c5,algorand-sandbox-algod,66.46%,181.2MiB,/,7.668GiB,2.31%,395kB,/,615kB,0B,/,193kB,23,1686369741.2622778
b0f9c2871395,algorand-sandbox-postgres,0.29%,20.48MiB,/,7.668GiB,0.26%,82.7kB,/,26.9kB,0B,/,213kB,9,1686369741.2622778
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,48.99MiB,/,7.668GiB,0.62%,60.7kB,/,90.5kB,0B,/,41kB,10,1686369743.268248
1846b792e0c5,algorand-sandbox-algod,45.39%,183.6MiB,/,7.668GiB,2.34%,463kB,/,720kB,0B,/,193kB,23,1686369743.268248
b0f9c2871395,algorand-sandbox-postgres,0.08%,20.26MiB,/,7.668GiB,0.26%,85.9kB,/,28.7kB,0B,/,213kB,9,1686369743.268248
47a4fd84cbb3,algorand-sandbox-indexer,0.49%,49.7MiB,/,7.668GiB,0.63%,72kB,/,111kB,0B,/,41kB,10,1686369745.278172
1846b792e0c5,algorand-sandbox-algod,56.11%,184.4MiB,/,7.668GiB,2.35%,539kB,/,842kB,0B,/,242kB,23,1686369745.278172
b0f9c2871395,algorand-sandbox-postgres,0.42%,20.31MiB,/,7.668GiB,0.26%,106kB,/,33.8kB,0B,/,213kB,9,1686369745.278172
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,49.7MiB,/,7.668GiB,0.63%,72kB,/,111kB,0B,/,41kB,10,1686369747.2905831
1846b792e0c5,algorand-sandbox-algod,50.70%,184.5MiB,/,7.668GiB,2.35%,605kB,/,942kB,0B,/,242kB,23,1686369747.2905831
b0f9c2871395,algorand-sandbox-postgres,0.07%,20.31MiB,/,7.668GiB,0.26%,106kB,/,33.8kB,0B,/,213kB,9,1686369747.2905831
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,50.4MiB,/,7.668GiB,0.64%,83.2kB,/,131kB,0B,/,106kB,10,1686369749.305876
1846b792e0c5,algorand-sandbox-algod,42.07%,184.6MiB,/,7.668GiB,2.35%,679kB,/,1.06MB,0B,/,291kB,23,1686369749.305876
b0f9c2871395,algorand-sandbox-postgres,0.24%,20.32MiB,/,7.668GiB,0.26%,125kB,/,38.8kB,0B,/,213kB,9,1686369749.305876
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,50.4MiB,/,7.668GiB,0.64%,83.2kB,/,131kB,0B,/,106kB,10,1686369751.327428
1846b792e0c5,algorand-sandbox-algod,53.22%,184.6MiB,/,7.668GiB,2.35%,753kB,/,1.17MB,0B,/,291kB,23,1686369751.327428
b0f9c2871395,algorand-sandbox-postgres,0.04%,20.32MiB,/,7.668GiB,0.26%,125kB,/,38.8kB,0B,/,213kB,9,1686369751.327428
47a4fd84cbb3,algorand-sandbox-indexer,0.00%,51.02MiB,/,7.668GiB,0.65%,94.8kB,/,153kB,0B,/,106kB,10,1686369753.333299
1846b792e0c5,algorand-sandbox-algod,43.70%,185.4MiB,/,7.668GiB,2.36%,823kB,/,1.29MB,0B,/,340kB,23,1686369753.333299
b0f9c2871395,algorand-sandbox-postgres,0.05%,20.36MiB,/,7.668GiB,0.26%,147kB,/,43.9kB,0B,/,213kB,9,1686369753.333299
47a4fd84cbb3,algorand-sandbox-indexer,0.81%,51.82MiB,/,7.668GiB,0.66%,106kB,/,173kB,0B,/,172kB,10,1686369755.343723
